dv,term,estimate,std.error,statistic,p.value
lag_retail_66per,Item_5.04,-0.00021322,0.000143899,-1.481726597,0.138462786
lag_retail_66per,Item_5.05,0.00020635,0.000230966,0.89342228,0.371665008
lag_retail_66per,Item_5.06,0.002075643,0.000784312,2.646449499,0.008154275
lag_retail_66per,Item_5.07,-8.60E-05,1.81E-05,-4.763470795,1.95E-06
lag_retail_66per,Item_5.08,2.20E-05,0.000295548,0.074360188,0.940726134
lag_retail_66per,Item_7.01,0.000229597,3.40E-05,6.751191842,1.60E-11
lag_retail_66per,Item_8.01,0.000656798,3.77E-05,17.44087445,1.42E-66
lag_retail_66per,Item_9.01,0.000202925,3.16E-05,6.416137756,1.50E-10
lag_retail_vol_2per,Item_1.01,-0.001785927,0.000881776,-2.025374527,0.042870715
lag_retail_vol_2per,Item_1.02,-0.001846176,0.001783514,-1.035133898,0.300645845
lag_retail_vol_2per,Item_1.03,0.033693858,0.044796331,0.752156648,0.45198477
lag_retail_vol_2per,Item_1.04,0.004538036,0.010369445,0.437635373,0.661665526
lag_retail_vol_2per,Item_1.05,-0.00510668,0.007847692,-0.650723826,0.51524835
lag_retail_vol_2per,Item_2.01,3.06E-05,0.001804247,0.016938282,0.986486385
lag_retail_vol_2per,Item_2.02,0.008168836,0.000637082,12.82226145,3.55E-37
lag_retail_vol_2per,Item_2.03,0.002332184,0.001041246,2.239800992,0.02513835
lag_retail_vol_2per,Item_2.04,-0.001590219,0.006177956,-0.257402188,0.796876664
lag_retail_vol_2per,Item_2.05,0.004376841,0.002810145,1.557514063,0.119398374
lag_retail_vol_2per,Item_2.06,0.002470768,0.005115731,0.482974609,0.629130434
lag_retail_vol_2per,Item_3.01,-0.00971217,0.003673843,-2.643599375,0.008223148
lag_retail_vol_2per,Item_3.02,-0.004989202,0.001747692,-2.854737172,0.004321218
lag_retail_vol_2per,Item_3.03,0.004906023,0.002415263,2.031258062,0.042270435
lag_retail_vol_2per,Item_4.01,-0.001873188,0.003237873,-0.578524187,0.562930813
lag_retail_vol_2per,Item_4.02,0.000582271,0.007199195,0.080879976,0.935539957
lag_retail_vol_2per,Item_5.01,0.003352944,0.006391874,0.524563461,0.599905024
lag_retail_vol_2per,Item_5.02,0.001883127,0.000511012,3.685093872,0.000230524
lag_retail_vol_2per,Item_5.03,0.001207389,0.001168372,1.033394183,0.301458865
lag_retail_vol_2per,Item_5.04,0.009892956,0.007560078,1.308578564,0.190724557
lag_retail_vol_2per,Item_5.05,-0.010405971,0.005506168,-1.889875565,0.058820159
lag_retail_vol_2per,Item_5.06,-0.00257916,0.009388372,-0.274718546,0.783541428
lag_retail_vol_2per,Item_5.07,-0.000472673,0.00057747,-0.818524085,0.413088744
lag_retail_vol_2per,Item_5.08,0.002706015,0.007451692,0.363140977,0.716511677
lag_retail_vol_2per,Item_7.01,0.000202745,0.000612638,0.330938462,0.7407019
lag_retail_vol_2per,Item_8.01,0.000897127,0.000555285,1.615613945,0.10622754
lag_retail_vol_2per,Item_9.01,0.000433003,0.000603597,0.717371895,0.473171073
lag_retail_vol_4per,Item_1.01,-0.001187979,0.000676376,-1.756387083,0.079070589
lag_retail_vol_4per,Item_1.02,-0.000946109,0.001380693,-0.685242656,0.493215851
lag_retail_vol_4per,Item_1.03,0.039812374,0.036933759,1.077939946,0.281101549
lag_retail_vol_4per,Item_1.04,-0.008601785,0.005422935,-1.586186043,0.11274696
lag_retail_vol_4per,Item_1.05,-0.00410176,0.004132307,-0.992607801,0.320938985
lag_retail_vol_4per,Item_2.01,-0.001105279,0.001375645,-0.803462261,0.421737708
lag_retail_vol_4per,Item_2.02,0.00600803,0.000523793,11.47023874,3.69E-30
lag_retail_vol_4per,Item_2.03,-0.000388328,0.0007654,-0.50735322,0.611924641
lag_retail_vol_4per,Item_2.04,-0.004841659,0.005055204,-0.957757397,0.338221609
lag_retail_vol_4per,Item_2.05,0.001790931,0.002003519,0.893892666,0.371413237
lag_retail_vol_4per,Item_2.06,0.001303845,0.003554554,0.36680986,0.713773088
lag_retail_vol_4per,Item_3.01,0.005116746,0.003282264,1.558907381,0.119068192
lag_retail_vol_4per,Item_3.02,0.001981761,0.001378959,1.43714304,0.150726678
lag_retail_vol_4per,Item_3.03,0.002988358,0.001862196,1.604749605,0.108598704
lag_retail_vol_4per,Item_4.01,0.002135313,0.00283467,0.753284489,0.451306935
lag_retail_vol_4per,Item_4.02,-0.007612776,0.004682905,-1.625652658,0.104073245
lag_retail_vol_4per,Item_5.01,0.013851003,0.005600444,2.473197374,0.013417021
lag_retail_vol_4per,Item_5.02,0.000356468,0.000380609,0.93657212,0.349014355
lag_retail_vol_4per,Item_5.03,0.001525717,0.000895702,1.703374978,0.088546903
lag_retail_vol_4per,Item_5.04,0.003563678,0.004569044,0.779961513,0.435442631
lag_retail_vol_4per,Item_5.05,-0.006319449,0.00364571,-1.73339317,0.083074406
lag_retail_vol_4per,Item_5.06,0.009659975,0.008105168,1.191829177,0.233372822
lag_retail_vol_4per,Item_5.07,-0.001885384,0.000452141,-4.169905605,3.09E-05
lag_retail_vol_4per,Item_5.08,0.000176496,0.005874858,0.030042647,0.976033986
lag_retail_vol_4per,Item_7.01,-0.000318884,0.000476549,-0.669151386,0.503423267
lag_retail_vol_4per,Item_8.01,0.000514144,0.000469163,1.095874822,0.273175165
lag_retail_vol_4per,Item_9.01,0.000808332,0.000489334,1.651901043,0.098604223
lag_retail_vol_33per,Item_1.01,0.004756173,0.000707034,6.726940969,1.88E-11
lag_retail_vol_33per,Item_1.02,0.002758483,0.001291822,2.135342195,0.032771297
lag_retail_vol_33per,Item_1.03,0.029373272,0.040004423,0.734250603,0.46282318
lag_retail_vol_33per,Item_1.04,-0.001637713,0.00658998,-0.248515696,0.803743479
lag_retail_vol_33per,Item_1.05,0.008880695,0.008116321,1.094177297,0.273918808
lag_retail_vol_33per,Item_2.01,-0.002960981,0.001290046,-2.29525243,0.021751173
lag_retail_vol_33per,Item_2.02,0.012144416,0.000580538,20.91926081,5.07E-94
lag_retail_vol_33per,Item_2.03,-0.001882347,0.000808423,-2.32841728,0.019921251
lag_retail_vol_33per,Item_2.04,-0.000179387,0.004838747,-0.037073076,0.970427907
lag_retail_vol_33per,Item_2.05,0.016040304,0.002471679,6.489638586,9.26E-11
lag_retail_vol_33per,Item_2.06,0.01147517,0.004661969,2.461442961,0.013864386
lag_retail_vol_33per,Item_3.01,-0.004540787,0.003105471,-1.462189571,0.143738849
lag_retail_vol_33per,Item_3.02,0.004203701,0.001572879,2.672616436,0.007545493
lag_retail_vol_33per,Item_3.03,-0.001631281,0.001805792,-0.903360749,0.366368797
lag_retail_vol_33per,Item_4.01,-0.000968031,0.00249477,-0.388023981,0.698011319
lag_retail_vol_33per,Item_4.02,0.006281736,0.004936701,1.272456179,0.203257763
lag_retail_vol_33per,Item_5.01,0.010712936,0.005580684,1.919645751,0.054947503
lag_retail_vol_33per,Item_5.02,0.003038809,0.000373388,8.138484209,4.78E-16
lag_retail_vol_33per,Item_5.03,0.001724136,0.000850936,2.026163329,0.042789853
lag_retail_vol_33per,Item_5.04,0.006826422,0.003950079,1.728173432,0.084005842
lag_retail_vol_33per,Item_5.05,-0.006137809,0.003065288,-2.002359801,0.045288574
lag_retail_vol_33per,Item_5.06,0.000335461,0.007790318,0.043061224,0.965654086
lag_retail_vol_33per,Item_5.07,0.000165967,0.000435553,0.381048782,0.703179823
lag_retail_vol_33per,Item_5.08,-0.011521669,0.005239081,-2.199177387,0.027901303
lag_retail_vol_33per,Item_7.01,0.005222987,0.000533012,9.799000555,1.64E-22
lag_retail_vol_33per,Item_8.01,0.007357559,0.000505864,14.54452704,3.62E-47
lag_retail_vol_33per,Item_9.01,0.001706027,0.000450413,3.787697977,0.000153457
lag_retail_vol_66per,Item_1.01,0.006541625,0.000697874,9.373642852,9.54E-21
lag_retail_vol_66per,Item_1.02,0.004699105,0.001318809,3.563144114,0.000369135
lag_retail_vol_66per,Item_1.03,0.038877479,0.026993584,1.440248883,0.149846406
lag_retail_vol_66per,Item_1.04,-0.008703673,0.006527106,-1.33346595,0.182426879
lag_retail_vol_66per,Item_1.05,0.007132122,0.009309307,0.766128119,0.443628613
lag_retail_vol_66per,Item_2.01,-0.003043007,0.001219721,-2.494838929,0.012626695
lag_retail_vol_66per,Item_2.02,0.033993952,0.000698573,48.66195778,0
lag_retail_vol_66per,Item_2.03,-0.006131763,0.00078878,-7.77372748,8.84E-15
lag_retail_vol_66per,Item_2.04,0.005240932,0.005110316,1.025559312,0.305138506
lag_retail_vol_66per,Item_2.05,0.027648135,0.002898856,9.537600658,2.03E-21
lag_retail_vol_66per,Item_2.06,0.005308596,0.004904476,1.082398367,0.279116745
lag_retail_vol_66per,Item_3.01,0.014354741,0.002920877,4.914531904,9.12E-07
lag_retail_vol_66per,Item_3.02,0.010791421,0.001567615,6.883973583,6.38E-12
lag_retail_vol_66per,Item_3.03,-0.000105341,0.001749038,-0.060227866,0.951976052
lag_retail_vol_66per,Item_4.01,0.00355734,0.002434185,1.461409235,0.143952758
lag_retail_vol_66per,Item_4.02,0.018339197,0.005241021,3.499164893,0.000469926
lag_retail_vol_66per,Item_5.01,0.003708852,0.005357206,0.692310841,0.488767514
lag_retail_vol_66per,Item_5.02,0.002914285,0.000355741,8.192157396,3.08E-16
lag_retail_vol_66per,Item_5.03,-0.001399857,0.000784164,-1.785159633,0.074283249
lag_retail_vol_66per,Item_5.04,-0.005903598,0.004911348,-1.202032168,0.229395988
lag_retail_vol_66per,Item_5.05,-0.007075074,0.003220195,-2.197094994,0.028049739
lag_retail_vol_66per,Item_5.06,0.024185545,0.009875016,2.449165153,0.014345674
lag_retail_vol_66per,Item_5.07,-0.00102742,0.000382402,-2.686750709,0.007233907
lag_retail_vol_66per,Item_5.08,-0.004665393,0.004979318,-0.93695404,0.348817911
lag_retail_vol_66per,Item_7.01,0.003915258,0.000573805,6.823324192,9.72E-12
lag_retail_vol_66per,Item_8.01,0.00601358,0.000514235,11.69421633,2.85E-31
lag_retail_vol_66per,Item_9.01,0.002524076,0.000455506,5.541259666,3.12E-08
lag_absret_2per,Item_1.01,0.00056181,5.83E-05,9.642749338,7.44E-22
lag_absret_2per,Item_1.02,0.000269541,0.00012503,2.155816303,0.031135449
lag_absret_2per,Item_1.03,0.007486626,0.002523685,2.966545297,0.003022878
lag_absret_2per,Item_1.04,-0.000872729,0.000348355,-2.505282272,0.012260202
lag_absret_2per,Item_1.05,-0.001950351,0.001005698,-1.939300238,0.052509014
lag_absret_2per,Item_2.01,-0.000228278,0.000106939,-2.13466261,0.032826746
lag_absret_2per,Item_2.02,0.002172682,6.32E-05,34.37227483,1.30E-237
lag_absret_2per,Item_2.03,-0.001070037,7.13E-05,-15.01147401,4.43E-50
lag_absret_2per,Item_2.04,-0.000203712,0.00045837,-0.444428097,0.656748244
lag_absret_2per,Item_2.05,0.00083582,0.000226192,3.695184818,0.000221575
lag_absret_2per,Item_2.06,8.85E-05,0.000359149,0.246431626,0.80535609
lag_absret_2per,Item_3.01,0.002833428,0.000227755,12.44070333,4.02E-35
lag_absret_2per,Item_3.02,0.000975396,0.000125543,7.769423949,9.13E-15
lag_absret_2per,Item_3.03,0.000205292,0.00017661,1.162403218,0.245115387
lag_absret_2per,Item_4.01,0.000245378,0.000208389,1.177495628,0.239041858
lag_absret_2per,Item_4.02,0.000454315,0.000401698,1.130985984,0.25810369
lag_absret_2per,Item_5.01,0.001298209,0.000455187,2.852033497,0.004358075
lag_absret_2per,Item_5.02,-5.25E-05,3.50E-05,-1.500563398,0.133518226
lag_absret_2per,Item_5.03,-4.73E-05,8.11E-05,-0.583425084,0.55962789
lag_absret_2per,Item_5.04,-0.000415937,0.000391526,-1.06234879,0.288117759
lag_absret_2per,Item_5.05,-8.52E-06,0.000343419,-0.024819982,0.980199332
lag_absret_2per,Item_5.06,0.002331329,0.000930444,2.50561022,0.012248849
lag_absret_2per,Item_5.07,-0.000185187,4.04E-05,-4.578202255,4.78E-06
lag_absret_2per,Item_5.08,0.000467692,0.000479029,0.976334472,0.328935923
lag_absret_2per,Item_7.01,0.000384316,5.38E-05,7.149518566,9.68E-13
lag_absret_2per,Item_8.01,0.000558803,4.67E-05,11.97680057,1.06E-32
lag_absret_2per,Item_9.01,0.000331022,4.52E-05,7.329448306,2.60E-13
lag_absret_4per,Item_1.01,0.000865068,7.74E-05,11.17510693,9.99E-29
lag_absret_4per,Item_1.02,0.000445784,0.000162151,2.749189095,0.005991181
lag_absret_4per,Item_1.03,0.013242834,0.003183235,4.160181272,3.22E-05
lag_absret_4per,Item_1.04,-0.001872703,0.000501035,-3.737668378,0.000187366
lag_absret_4per,Item_1.05,-0.002258068,0.001061418,-2.127406586,0.03342473
lag_absret_4per,Item_2.01,-0.000241187,0.000135767,-1.776481264,0.07570148
lag_absret_4per,Item_2.02,0.002654219,8.06E-05,32.9458197,6.65E-220
lag_absret_4per,Item_2.03,-0.001549563,9.08E-05,-17.06187049,7.42E-64
lag_absret_4per,Item_2.04,0.000198057,0.000531467,0.372661393,0.709412907
lag_absret_4per,Item_2.05,0.001162972,0.00030002,3.876321519,0.000107116
lag_absret_4per,Item_2.06,0.000542005,0.000469617,1.154141434,0.248485609
lag_absret_4per,Item_3.01,0.003458966,0.000290207,11.9189555,2.09E-32
lag_absret_4per,Item_3.02,0.001337824,0.000163148,8.200062241,2.88E-16
lag_absret_4per,Item_3.03,0.00032401,0.000230564,1.405294253,0.159982701
lag_absret_4per,Item_4.01,0.000677442,0.000258776,2.617865768,0.008869151
lag_absret_4per,Item_4.02,0.000150165,0.000499232,0.300791605,0.763583255
lag_absret_4per,Item_5.01,0.002210121,0.000630771,3.503840752,0.000461759
lag_absret_4per,Item_5.02,-0.000122822,4.37E-05,-2.810944098,0.004954766
lag_absret_4per,Item_5.03,3.44E-05,0.000103202,0.333166267,0.739019776
lag_absret_4per,Item_5.04,-0.000907041,0.000633212,-1.432443562,0.152066127
lag_absret_4per,Item_5.05,-0.000562378,0.000426772,-1.317748251,0.187635459
lag_absret_4per,Item_5.06,0.002349679,0.001236069,1.900927607,0.057356714
lag_absret_4per,Item_5.07,-0.000220471,5.03E-05,-4.381348184,1.20E-05
lag_absret_4per,Item_5.08,0.000417159,0.000566172,0.736805955,0.461267573
lag_absret_4per,Item_7.01,0.000511291,6.83E-05,7.490805661,7.78E-14
lag_absret_4per,Item_8.01,0.000733759,5.95E-05,12.33028095,1.54E-34
lag_absret_4per,Item_9.01,0.000398282,5.69E-05,7.003461315,2.75E-12
lag_absret_33per,Item_1.01,0.002646496,0.00016699,15.84819054,1.66E-55
lag_absret_33per,Item_1.02,0.001047079,0.000345085,3.034261355,0.002421016
lag_absret_33per,Item_1.03,0.025394483,0.005484169,4.63050741,3.72E-06
lag_absret_33per,Item_1.04,-0.001009699,0.001503767,-0.67144679,0.501960382
lag_absret_33per,Item_1.05,-0.003327563,0.002618724,-1.270680889,0.20388877
lag_absret_33per,Item_2.01,-0.00070073,0.000311272,-2.251186084,0.024407824
lag_absret_33per,Item_2.02,0.002769623,0.000136052,20.35703596,2.72E-89
lag_absret_33per,Item_2.03,-0.003584419,0.000198157,-18.08876427,2.36E-71
lag_absret_33per,Item_2.04,0.000956871,0.001389598,0.68859558,0.491102971
lag_absret_33per,Item_2.05,0.002533659,0.000656595,3.858787392,0.000115081
lag_absret_33per,Item_2.06,0.003099745,0.001093419,2.834909681,0.004598354
lag_absret_33per,Item_3.01,0.002903251,0.000570539,5.088614077,3.71E-07
lag_absret_33per,Item_3.02,0.002873701,0.000365503,7.862330009,4.40E-15
lag_absret_33per,Item_3.03,-0.000252651,0.000484224,-0.521765507,0.601851815
lag_absret_33per,Item_4.01,-0.000460188,0.000522454,-0.880818799,0.378449254
lag_absret_33per,Item_4.02,0.000674224,0.00104164,0.647271384,0.517479727
lag_absret_33per,Item_5.01,0.005356792,0.001405546,3.811181262,0.000139613
lag_absret_33per,Item_5.02,-0.000107298,9.14E-05,-1.173881573,0.24048651
lag_absret_33per,Item_5.03,0.000624576,0.000231302,2.700266779,0.006946767
lag_absret_33per,Item_5.04,0.00026529,0.001060076,0.250255105,0.802398173
lag_absret_33per,Item_5.05,0.000606739,0.001061223,0.571735977,0.567521104
lag_absret_33per,Item_5.06,0.005565891,0.002561911,2.172554059,0.029850778
lag_absret_33per,Item_5.07,-0.000198321,0.000113264,-1.750954076,0.080002127
lag_absret_33per,Item_5.08,0.000483042,0.001151836,0.419366554,0.674962456
lag_absret_33per,Item_7.01,0.001381873,0.000118577,11.65383451,4.54E-31
lag_absret_33per,Item_8.01,0.002083798,0.000118462,17.59045959,1.15E-67
lag_absret_33per,Item_9.01,0.00102354,0.000102791,9.957528446,3.46E-23
lag_absret_66per,Item_1.01,0.004168824,0.000227591,18.31719903,4.49E-73
lag_absret_66per,Item_1.02,0.001359739,0.000481075,2.826456996,0.004721326
lag_absret_66per,Item_1.03,0.041574302,0.007648633,5.4355205,5.67E-08
lag_absret_66per,Item_1.04,-6.00E-05,0.002648064,-0.022650806,0.981929529
lag_absret_66per,Item_1.05,-0.002241116,0.003225989,-0.694706758,0.487264525
lag_absret_66per,Item_2.01,-0.000519538,0.000424834,-1.222920869,0.221404997
lag_absret_66per,Item_2.02,0.001970811,0.000177943,11.07552275,2.99E-28
lag_absret_66per,Item_2.03,-0.005147595,0.000272689,-18.8771836,2.24E-77
lag_absret_66per,Item_2.04,4.92E-06,0.001887286,0.002609016,0.997918391
lag_absret_66per,Item_2.05,0.002797726,0.000863601,3.23960338,0.001203128
lag_absret_66per,Item_2.06,0.004650437,0.001435807,3.238901193,0.001206089
lag_absret_66per,Item_3.01,0.003667344,0.000765415,4.791315322,1.69E-06
lag_absret_66per,Item_3.02,0.00387591,0.000498513,7.774942628,8.75E-15
lag_absret_66per,Item_3.03,0.000937055,0.000664499,1.410168138,0.158539052
lag_absret_66per,Item_4.01,-0.001397444,0.000716045,-1.951614389,0.051027934
lag_absret_66per,Item_4.02,-0.000519971,0.001429451,-0.36375555,0.716052676
lag_absret_66per,Item_5.01,0.006978701,0.001898531,3.675842474,0.000239023
lag_absret_66per,Item_5.02,0.000119507,0.000126061,0.94801158,0.343159657
lag_absret_66per,Item_5.03,0.000714778,0.000320639,2.229232059,0.025833338
lag_absret_66per,Item_5.04,-0.000700386,0.001189163,-0.588974372,0.555899429
lag_absret_66per,Item_5.05,0.000810324,0.001453015,0.55768425,0.577079686
lag_absret_66per,Item_5.06,0.010039998,0.003674483,2.732356883,0.006305704
lag_absret_66per,Item_5.07,-0.000200159,0.000159252,-1.256870876,0.208846655
lag_absret_66per,Item_5.08,0.001094401,0.001743442,0.627724583,0.530206965
lag_absret_66per,Item_7.01,0.001522993,0.000157265,9.684269014,4.99E-22
lag_absret_66per,Item_8.01,0.002795665,0.000156539,17.85924359,1.21E-69
lag_absret_66per,Item_9.01,0.001084256,0.000137712,7.873335164,4.03E-15
